,Pt,T,Vf,Im,Vu,Sig,Ach,IERange,Over,Temp,Charge,Total Charge,Charge Density,Charge Integral,Anodal Charge Integral,Cathodal Charge Integral,Anodal Charge Storage Capacity,Cathodal Charge Storage Capacity,Date,Time,Site
10,227,45.6,6.90014E-001,-4.09918e-11,0.00000E+000,6.90000E-001,8.00223E-005,4,..........., 0.01,-7.598345196690393e-09,1.1282403364806734e-07,0.005641201682403367,0.00037991725983451964,0.0,0.00037991725983451964,0.19483748812497625,6.018984826019652,2024-03-21,16:10:21,E01
11,228,45.8,6.80214E-001,-4.6992e-11,0.00000E+000,6.80000E-001,8.00223E-005,4,..........., 0.01,-8.798397596795194e-09,1.0402563605127215e-07,0.005201281802563607,0.0004399198798397597,0.0,0.0004399198798397597,0.19483748812497625,6.018984826019652,2024-03-21,16:10:21,E01
12,229,46,6.70014E-001,-5.09922e-11,0.00000E+000,6.70000E-001,8.00223E-005,4,..........., 0.01,-9.798439596879195e-09,9.422719645439295e-08,0.004711359822719648,0.0004899219798439597,0.0,0.0004899219798439597,0.19483748812497625,6.018984826019652,2024-03-21,16:10:21,E01
13,230,46.2,6.60014E-001,-5.49923e-11,0.00000E+000,6.60000E-001,8.00223E-005,4,..........., 0.01,-1.0598471196942394e-08,8.362872525745055e-08,0.004181436262872527,0.0005299235598471197,0.0,0.0005299235598471197,0.19483748812497625,6.018984826019652,2024-03-21,16:10:21,E01
14,231,46.4,6.49814E-001,-5.49923e-11,0.00000E+000,6.50000E-001,8.00223E-005,4,..........., 0.01,-1.0998481996963996e-08,7.263024326048655e-08,0.003631512163024327,0.0005499240998481997,0.0,0.0005499240998481997,0.19483748812497625,6.018984826019652,2024-03-21,16:10:21,E01
15,232,46.6,6.40014E-001,-5.29922e-11,0.00000E+000,6.40000E-001,8.00223E-005,4,..........., 0.01,-1.0798471596943195e-08,6.183177166354336e-08,0.0030915885831771677,0.0005399235798471597,0.0,0.0005399235798471597,0.19483748812497625,6.018984826019652,2024-03-21,16:10:21,E01
16,233,46.8,6.30014E-001,-5.69924e-11,0.00000E+000,6.30000E-001,8.00223E-005,4,..........., 0.01,-1.0998481996963996e-08,5.0833289666579366e-08,0.002541664483328968,0.0005499240998481997,0.0,0.0005499240998481997,0.19483748812497625,6.018984826019652,2024-03-21,16:10:21,E01
17,234,47,6.20014E-001,-5.69924e-11,0.00000E+000,6.20000E-001,8.00223E-005,4,..........., 0.01,-1.1398502797005593e-08,3.943478686957377e-08,0.0019717393434786883,0.0005699251398502796,0.0,0.0005699251398502796,0.19483748812497625,6.018984826019652,2024-03-21,16:10:21,E01
18,235,47.2,6.09914E-001,-5.69924e-11,0.00000E+000,6.10000E-001,8.00223E-005,4,..........., 0.01,-1.1398502797005593e-08,2.8036284072568176e-08,0.0014018142036284088,0.0005699251398502796,0.0,0.0005699251398502796,0.19483748812497625,6.018984826019652,2024-03-21,16:10:21,E01
19,236,47.4,6.00014E-001,-6.09925e-11,0.00000E+000,6.00000E-001,-3.19978E-004,4,..........., 0.01,-1.1798513597027196e-08,1.623777047554098e-08,0.000811888523777049,0.0005899256798513598,0.0,0.0005899256798513598,0.19483748812497625,6.018984826019652,2024-03-21,16:10:21,E01
20,237,47.6,5.90014E-001,-6.09925e-11,0.00000E+000,5.90000E-001,8.00223E-005,4,..........., 0.01,-1.2198524397048794e-08,4.039246078492187e-09,0.00020196230392460933,0.0006099262198524396,0.0,0.0006099262198524396,0.19483748812497625,6.018984826019652,2024-03-21,16:10:21,E01
21,238,47.8,5.80014E-001,-6.29926e-11,0.00000E+000,5.80000E-001,8.00223E-005,4,..........., 0.01,-1.2398534797069595e-08,-8.359288718577408e-09,-0.00041796443592887037,0.0006199267398534797,0.0,0.0006199267398534797,0.19483748812497625,6.018984826019652,2024-03-21,16:10:21,E01
22,239,48,5.70214E-001,-6.29926e-11,0.00000E+000,5.70000E-001,8.00223E-005,4,..........., 0.01,-1.2598545197090395e-08,-2.0957833915667803e-08,-0.0010478916957833901,0.0006299272598545197,0.0,0.0006299272598545197,0.19483748812497625,6.018984826019652,2024-03-21,16:10:21,E01
23,240,48.2,5.60014E-001,-6.69928e-11,0.00000E+000,5.60000E-001,8.00223E-005,4,..........., 0.01,-1.2998565997131995e-08,-3.3956399912799796e-08,-0.0016978199956399897,0.0006499282998565996,0.0,0.0006499282998565996,0.19483748812497625,6.018984826019652,2024-03-21,16:10:21,E01
24,241,48.4,5.50014E-001,-6.69928e-11,0.00000E+000,5.50000E-001,8.00223E-005,4,..........., 0.01,-1.3398586797173594e-08,-4.7354986709973386e-08,-0.002367749335498669,0.0006699293398586796,0.0,0.0006699293398586796,0.19483748812497625,6.018984826019652,2024-03-21,16:10:21,E01
25,242,48.6,5.40214E-001,-7.09929e-11,0.00000E+000,5.40000E-001,8.00223E-005,4,..........., 0.01,-1.3798597597195193e-08,-6.115358430716858e-08,-0.003057679215358429,0.0006899298798597596,0.0,0.0006899298798597596,0.19483748812497625,6.018984826019652,2024-03-21,16:10:21,E01
