,Pt,Time,Freq,Zreal,Zimag,Zsig,Zmod,Zphz,Idc,Vdc,IERange,Date,Site
598,49,19:41:32,1.266892,3.828674E+007,-8.957404E+007,1,9.741346E+007,-66.85663,-7.25415E-012,3.587193E-005,2,2024-04-01,E11
599,50,19:41:32,0.999041,4.429684E+007,-1.080834E+008,1,1.168085E+008,-67.71424,-6.974906E-012,3.721195E-005,2,2024-04-01,E11
600,51,19:41:32,0.7923428,5.150829E+007,-1.30344E+008,1,1.401523E+008,-68.43745,-6.621725E-012,3.482281E-005,2,2024-04-01,E11
601,52,19:41:32,0.6334459,6.008292E+007,-1.566461E+008,1,1.677735E+008,-69.01527,-6.268008E-012,3.502505E-005,2,2024-04-01,E11
602,53,19:41:32,0.5040323,7.111873E+007,-1.893311E+008,1,2.022477E+008,-69.41224,-5.930984E-012,3.535223E-005,2,2024-04-01,E11
603,54,19:41:32,0.400641,8.522481E+007,-2.292227E+008,1,2.445533E+008,-69.60491,-5.580298E-012,3.515992E-005,2,2024-04-01,E11
604,55,19:41:32,0.316723,1.039492E+008,-2.788769E+008,1,2.976202E+008,-69.55746,-5.195476E-012,3.601439E-005,2,2024-04-01,E11
605,56,19:41:32,0.2520161,1.27469E+008,-3.37E+008,1,3.603018E+008,-69.28106,-4.827199E-012,3.716577E-005,2,2024-04-01,E11
606,57,19:41:32,0.2003205,1.580712E+008,-4.066936E+008,1,4.363327E+008,-68.76019,-4.477182E-012,3.881562E-005,2,2024-04-01,E11
607,58,19:41:32,0.1588983,1.976409E+008,-4.90298E+008,1,5.286341E+008,-68.04546,-4.219907E-012,0.0001132,1,2024-04-01,E11
608,59,19:41:32,0.1260081,2.499619E+008,-5.875881E+008,1,6.385458E+008,-66.95494,-3.967977E-012,0.0001139,1,2024-04-01,E11
609,60,19:41:32,0.1001603,3.142512E+008,-7.002557E+008,1,7.675362E+008,-65.83106,-3.744002E-012,0.0001124,1,2024-04-01,E11
610,0,19:33:58,100078.1,6011.5,-9793.36,1,11491.21,-58.45697,2.486292E-009,-4.100038E-006,7,2024-04-01,E12
611,1,19:33:58,79453.13,6412.736,-11821.93,1,13449.21,-61.52265,2.617403E-009,-3.241428E-006,7,2024-04-01,E12
612,2,19:33:58,63140.62,7022.226,-14301.79,1,15932.76,-63.84881,-1.745564E-010,-5.994618E-006,6,2024-04-01,E12
613,3,19:33:58,50203.12,7630.562,-17444.13,1,19040.04,-66.37405,-1.358051E-010,-2.771269E-006,6,2024-04-01,E12
614,4,19:33:58,39890.62,8422.198,-21325.26,1,22928.15,-68.44895,-4.438627E-011,-2.245441E-006,6,2024-04-01,E12
615,5,19:33:58,31640.63,9436.42,-26165.2,1,27814.81,-70.16828,-1.139286E-010,-6.079822E-006,6,2024-04-01,E12
616,6,19:33:58,25171.88,10747.34,-32051.21,1,33805.11,-71.46278,-2.425207E-010,-3.187619E-006,6,2024-04-01,E12
617,7,19:33:58,20015.62,12412.8,-39185.85,1,41104.85,-72.4235,3.974765E-011,-3.972833E-006,6,2024-04-01,E12
618,8,19:33:58,15890.62,14593.19,-47949.19,1,50120.71,-73.07253,-2.574798E-010,-1.054879E-006,6,2024-04-01,E12
619,9,19:33:58,12609.38,17440.02,-58603.46,1,61143.43,-73.42733,-1.299491E-010,-1.581371E-006,6,2024-04-01,E12
620,10,19:33:58,10078.13,20910.37,-71084.65,1,74096.36,-73.60814,-2.059578E-010,-2.975903E-006,6,2024-04-01,E12
621,11,19:33:58,8015.625,25443.9,-86349.95,1,90020.59,-73.58185,-3.524792E-011,5.272494E-006,6,2024-04-01,E12
622,12,19:33:58,6328.125,32234.7,-105019.6,1,109855.4,-72.93667,2.25885E-011,-1.071231E-005,5,2024-04-01,E12
623,13,19:33:58,5015.625,39553.94,-127536.5,1,133529.3,-72.76934,-1.068479E-012,-6.724735E-006,5,2024-04-01,E12
624,14,19:33:58,3984.375,48704.47,-154030.4,1,161547.2,-72.45303,-3.072576E-011,-8.811527E-006,5,2024-04-01,E12
625,15,19:33:58,3170.956,59818.93,-185237.5,1,194656.8,-72.10313,-3.558509E-011,-8.968491E-006,5,2024-04-01,E12
626,16,19:33:58,2527.573,73653.52,-222456.6,1,234332.6,-71.68072,-1.952088E-011,-1.116221E-005,5,2024-04-01,E12
627,17,19:33:58,1976.103,92203.1,-270448.3,1,285733.6,-71.17438,3.246524E-011,-5.233393E-006,5,2024-04-01,E12
628,18,19:33:58,1577.524,113794.5,-322638.5,1,342118.1,-70.57227,4.524068E-012,-9.366981E-006,5,2024-04-01,E12
629,19,19:33:58,1265.625,138646.2,-382529.5,1,406880.3,-70.07717,-1.350969E-011,-8.447438E-006,5,2024-04-01,E12
630,20,19:33:58,998.264,172372.7,-459054.4,1,490350.2,-69.41909,-2.548989E-011,-1.192121E-005,5,2024-04-01,E12
631,21,19:33:58,796.875,211328.8,-545732.3,1,585220.9,-68.83166,-9.875128E-012,-9.564556E-006,5,2024-04-01,E12
632,22,19:33:58,627.7902,267038.3,-649988.6,1,702705.3,-67.66541,6.658797E-011,-1.161396E-006,4,2024-04-01,E12
633,23,19:33:58,505.5147,322951.5,-762492.6,1,828065.6,-67.04505,4.655998E-011,-6.423143E-006,4,2024-04-01,E12
634,24,19:33:58,397.9953,397698,-905985.4,1,989431,-66.30009,4.637454E-011,-5.413815E-006,4,2024-04-01,E12
635,25,19:33:58,315.5048,484567,-1066710,1,1171612,-65.56946,4.59823E-011,-8.708885E-006,4,2024-04-01,E12
636,26,19:33:58,252.4038,581748.2,-1243307,1,1372678,-64.92493,4.787323E-011,-7.328927E-006,4,2024-04-01,E12
637,27,19:33:58,198.6229,700338.4,-1461381,1,1620527,-64.39484,4.749236E-011,-8.35336E-006,4,2024-04-01,E12
638,28,19:33:58,158.3615,824938.9,-1701074,1,1890550,-64.12885,4.885576E-011,-5.873932E-006,4,2024-04-01,E12
639,29,19:33:58,125.558,964797,-1990017,1,2211561,-64.13503,4.734351E-011,-8.717281E-006,4,2024-04-01,E12
640,30,19:33:58,100.4464,1110460,-2322083,1,2573945,-64.44206,4.895399E-011,-2.299137E-006,4,2024-04-01,E12
641,31,19:33:58,79.00281,1283508,-2754950,1,3039267,-65.01958,4.877949E-011,-1.181346E-006,4,2024-04-01,E12
642,32,19:33:58,63.3446,1462359,-3235766,1,3550870,-65.68008,5.097574E-011,-3.893998E-006,4,2024-04-01,E12
643,33,19:33:58,49.86702,1705687,-3860517,1,4220540,-66.1628,4.683067E-011,8.709039E-005,3,2024-04-01,E12
644,34,19:33:58,39.72458,1942009,-4594138,1,4987735,-67.08552,4.650559E-011,8.049933E-005,3,2024-04-01,E12
645,35,19:33:58,31.6723,2210437,-5478756,1,5907860,-68.02809,4.665576E-011,8.111811E-005,3,2024-04-01,E12
646,36,19:33:58,24.93351,2533149,-6618830,1,7087013,-69.05723,4.672665E-011,8.430007E-005,3,2024-04-01,E12
647,37,19:33:58,19.86229,2875411,-7945256,1,8449560,-70.10467,4.280157E-011,0.000143,3,2024-04-01,E12
648,38,19:33:58,15.83615,3269308,-9.566041E+006,1,1.010928E+007,-71.13153,4.352512E-011,0.0001458,3,2024-04-01,E12
649,39,19:33:58,12.40079,3768486,-1.171872E+007,1,1.230974E+007,-72.17333,4.417342E-011,0.0001472,3,2024-04-01,E12
650,40,19:33:58,9.93114,4312021,-1.413437E+007,1,1.477749E+007,-73.03445,4.490697E-011,0.0001455,3,2024-04-01,E12
651,41,19:33:58,7.944915,4966084,-1.709844E+007,1,1.780502E+007,-73.80455,4.490502E-011,0.0001473,3,2024-04-01,E12
652,42,19:33:58,6.317385,5798270,-2.083591E+007,1,2.162764E+007,-74.44904,4.519136E-011,0.0001515,3,2024-04-01,E12
653,43,19:33:58,5.008013,6847546,-2.547903E+007,1,2.638313E+007,-74.95708,4.532141E-011,0.0001491,3,2024-04-01,E12
654,44,19:33:58,3.945707,8214053,-3.135909E+007,1,3.241702E+007,-75.32197,4.52893E-011,0.0001497,3,2024-04-01,E12
655,45,19:33:58,3.158693,9.831431E+006,-3.803544E+007,1,3.928551E+007,-75.50735,4.532217E-011,0.0001456,3,2024-04-01,E12
656,46,19:33:58,2.504006,1.212917E+007,-4.677352E+007,1,4.832058E+007,-75.46244,4.218346E-011,1.298757E-005,2,2024-04-01,E12
657,47,19:33:58,1.998082,1.476163E+007,-5.684415E+007,1,5.872957E+007,-75.44263,4.171255E-011,1.427596E-005,2,2024-04-01,E12
658,48,19:33:58,1.584686,1.822636E+007,-6.941059E+007,1,7.176371E+007,-75.287,4.125074E-011,9.46127E-006,2,2024-04-01,E12
659,49,19:33:58,1.266892,2.249292E+007,-8.407854E+007,1,8.703524E+007,-75.0228,4.061668E-011,1.169451E-005,2,2024-04-01,E12
660,50,19:33:58,0.999041,2.831417E+007,-1.028611E+008,1,1.066869E+008,-74.60957,4.003377E-011,1.484665E-005,2,2024-04-01,E12
661,51,19:33:58,0.7923428,3.561238E+007,-1.250004E+008,1,1.299744E+008,-74.09785,3.959328E-011,9.266332E-006,2,2024-04-01,E12
662,52,19:33:58,0.6334459,4.465099E+007,-1.505285E+008,1,1.570113E+008,-73.47816,3.9178E-011,9.91382E-006,2,2024-04-01,E12
663,53,19:33:58,0.5040323,5.634933E+007,-1.815867E+008,1,1.901289E+008,-72.76003,3.869991E-011,1.057528E-005,2,2024-04-01,E12
664,54,19:33:58,0.400641,7.143802E+007,-2.186586E+008,1,2.300325E+008,-71.90725,3.828662E-011,1.223924E-005,2,2024-04-01,E12
665,55,19:33:58,0.316723,9.091729E+007,-2.634064E+008,1,2.786556E+008,-70.95739,3.795637E-011,9.201256E-006,2,2024-04-01,E12
666,56,19:33:58,0.2520161,1.149758E+008,-3.147279E+008,1,3.350717E+008,-69.93185,3.749192E-011,1.288101E-005,2,2024-04-01,E12
667,57,19:33:58,0.2003205,1.450887E+008,-3.748499E+008,1,4.019492E+008,-68.84067,3.714007E-011,7.008807E-006,2,2024-04-01,E12
668,58,19:33:58,0.1588983,1.829944E+008,-4.451709E+008,1,4.813149E+008,-67.65413,3.696009E-011,1.024529E-005,2,2024-04-01,E12
669,59,19:33:58,0.1260081,2.283968E+008,-5.26541E+008,1,5.73943E+008,-66.55032,3.678217E-011,1.32914E-005,2,2024-04-01,E12
670,60,19:33:58,0.1001603,2.850697E+008,-6.198019E+008,1,6.822163E+008,-65.30056,3.649616E-011,1.377676E-005,2,2024-04-01,E12
671,0,19:28:38,100078.1,5318.187,-8604.848,1,10115.66,-58.28205,4.705034E-009,-3.133318E-007,7,2024-04-01,E13
672,1,19:28:38,79453.13,5514.127,-10474.05,1,11836.86,-62.23516,4.811603E-009,-3.748493E-006,7,2024-04-01,E13
673,2,19:28:38,63140.62,5900.724,-12788.46,1,14084.15,-65.23093,8.625811E-011,-2.257933E-006,6,2024-04-01,E13
674,3,19:28:38,50203.12,6185.16,-15749.18,1,16920.19,-68.55862,1.400124E-010,-6.570495E-006,6,2024-04-01,E13
675,4,19:28:38,39890.62,6557.774,-19454.63,1,20530.14,-71.37204,-7.251577E-011,-6.286085E-006,6,2024-04-01,E13
676,5,19:28:38,31640.63,7013.007,-24147.66,1,25145.41,-73.80555,-4.985967E-011,-4.831389E-006,6,2024-04-01,E13
677,6,19:28:38,25171.88,7597.124,-29927.03,1,30876.26,-75.75607,1.74595E-010,-6.070441E-006,6,2024-04-01,E13
678,7,19:28:38,20015.62,8321.503,-37143.44,1,38064.19,-77.37215,3.995093E-011,-1.036344E-005,6,2024-04-01,E13
679,8,19:28:38,15890.62,9276.965,-46116.95,1,47040.78,-78.62608,9.983059E-011,-3.837653E-006,6,2024-04-01,E13
680,9,19:28:38,12609.38,10508.97,-57376.67,1,58331.13,-79.62089,1.343984E-010,-8.19235E-006,6,2024-04-01,E13
681,10,19:28:38,10078.13,12103.09,-70795,1,71822.12,-80.29852,1.625273E-010,-4.164962E-006,6,2024-04-01,E13
682,11,19:28:38,8015.625,14144.79,-87681.31,1,88814.91,-80.83598,4.40743E-011,-8.403316E-006,6,2024-04-01,E13
683,12,19:28:38,6328.125,18130.39,-109403.8,1,110896,-80.59047,3.17123E-011,-1.755503E-005,5,2024-04-01,E13
684,13,19:28:38,5015.625,21661.78,-135994.4,1,137708.8,-80.94971,-1.831925E-011,-1.493725E-005,5,2024-04-01,E13
685,14,19:28:38,3984.375,26308.38,-168333,1,170376.5,-81.11723,1.226028E-011,-1.105524E-005,5,2024-04-01,E13
686,15,19:28:38,3170.956,32311.06,-208141.3,1,210634.3,-81.17605,2.030848E-011,-1.031305E-005,5,2024-04-01,E13
687,16,19:28:38,2527.573,39779.72,-256413.5,1,259480.8,-81.1815,-3.019332E-011,-9.334151E-006,5,2024-04-01,E13
688,17,19:28:38,1976.103,50975.27,-321837.3,1,325849.2,-80.99979,-2.997715E-011,-7.165341E-006,5,2024-04-01,E13
689,18,19:28:38,1577.524,64325.56,-395548.3,1,400744.7,-80.76321,-2.431472E-011,-1.242865E-005,5,2024-04-01,E13
690,19,19:28:38,1265.625,80924.05,-482515.6,1,489254.5,-80.47937,-6.651665E-012,-1.141769E-005,5,2024-04-01,E13
691,20,19:28:38,998.264,105678.8,-596721.9,1,606007.5,-79.95711,-2.142695E-011,-1.220767E-005,5,2024-04-01,E13
692,21,19:28:38,796.875,131396.1,-730660.6,1,742381.3,-79.80536,7.983551E-012,-1.229427E-005,5,2024-04-01,E13
693,22,19:28:38,627.7902,180518.3,-901181.1,1,919083.3,-78.67282,1.183045E-011,-2.180448E-006,4,2024-04-01,E13
694,23,19:28:38,505.5147,225446.7,-1090942,1,1113993,-78.32401,-1.711652E-013,-1.095598E-005,4,2024-04-01,E13
695,24,19:28:38,397.9953,288475.8,-1344117,1,1374725,-77.88688,1.457168E-015,-1.217346E-005,4,2024-04-01,E13
696,25,19:28:38,315.5048,367062.9,-1643445,1,1683938,-77.40965,-2.38698E-015,-1.676542E-005,4,2024-04-01,E13
697,26,19:28:38,252.4038,462638.2,-1990708,1,2043759,-76.91676,1.633211E-012,-9.404019E-006,4,2024-04-01,E13
698,27,19:28:38,198.6229,592689.8,-2440495,1,2511434,-76.34962,9.945707E-013,-8.905037E-006,4,2024-04-01,E13
699,28,19:28:38,158.3615,749314.6,-2955276,1,3048791,-75.7724,2.274063E-012,-7.069255E-006,4,2024-04-01,E13
700,29,19:28:38,125.558,950925,-3586408,1,3710334,-75.14991,1.478729E-012,-4.830559E-006,4,2024-04-01,E13
701,30,19:28:38,100.4464,1193790,-4311370,1,4473595,-74.52293,2.276686E-012,-1.132573E-005,4,2024-04-01,E13
702,31,19:28:38,79.00281,1519714,-5246578,1,5462244,-73.84592,1.944842E-012,-1.299657E-005,4,2024-04-01,E13
703,32,19:28:38,63.3446,1960972,-6248254,1,6548747,-72.57589,-2.558444E-012,8.588402E-005,3,2024-04-01,E13
704,33,19:28:38,49.86702,2459534,-7573872,1,7963218,-72.00935,-2.177175E-012,9.063158E-005,3,2024-04-01,E13
705,34,19:28:38,39.72458,3054915,-9062409,1,9.56346E+006,-71.37117,-2.628027E-012,8.608372E-005,3,2024-04-01,E13
706,35,19:28:38,31.6723,3785299,-1.082095E+007,1,1.146392E+007,-70.71954,-2.569326E-012,8.577956E-005,3,2024-04-01,E13
707,36,19:28:38,24.93351,4748013,-1.301823E+007,1,1.385705E+007,-69.96205,-2.468719E-012,9.044013E-005,3,2024-04-01,E13
708,37,19:28:38,19.86229,5858767,-1.549443E+007,1,1.65651E+007,-69.28735,-7.488808E-012,0.0001528,3,2024-04-01,E13
709,38,19:28:38,15.83615,7243380,-1.835968E+007,1,1.973688E+007,-68.46945,-6.741049E-012,0.000153,3,2024-04-01,E13
710,39,19:28:38,12.40079,9156686,-2.197324E+007,1,2.380479E+007,-67.37753,-6.494932E-012,0.0001523,3,2024-04-01,E13
711,40,19:28:38,9.93114,1.125575E+007,-2.57043E+007,1,2.80607E+007,-66.3517,-4.41456E-012,0.0001486,3,2024-04-01,E13
712,41,19:28:38,7.944915,1.372108E+007,-2.994125E+007,1,3.293548E+007,-65.37959,-4.054442E-012,0.000144,3,2024-04-01,E13
713,42,19:28:38,6.317385,1.664697E+007,-3.482299E+007,1,3.859744E+007,-64.45008,-3.135471E-012,0.0001464,3,2024-04-01,E13
714,43,19:28:38,5.008013,2.029038E+007,-4.045053E+007,1,4.525422E+007,-63.36121,-5.52506E-012,3.24097E-005,2,2024-04-01,E13
715,44,19:28:38,3.945707,2.389126E+007,-4.720276E+007,1,5.290456E+007,-63.15414,-5.286544E-012,3.373809E-005,2,2024-04-01,E13
716,45,19:28:38,3.158693,2.741863E+007,-5.468054E+007,1,6.116979E+007,-63.3693,-5.122085E-012,3.876729E-005,2,2024-04-01,E13
717,46,19:28:38,2.504006,3.135702E+007,-6.417464E+007,1,7.142581E+007,-63.95893,-4.993374E-012,3.753895E-005,2,2024-04-01,E13
718,47,19:28:38,1.998082,3.537724E+007,-7.550962E+007,1,8.338616E+007,-64.89629,-4.86895E-012,3.856439E-005,2,2024-04-01,E13
719,48,19:28:38,1.584686,4.001268E+007,-8.991775E+007,1,9.841858E+007,-66.01132,-4.709407E-012,4.249426E-005,2,2024-04-01,E13
720,49,19:28:38,1.266892,4.516762E+007,-1.071235E+008,1,1.162565E+008,-67.13774,-4.615344E-012,3.878282E-005,2,2024-04-01,E13
721,50,19:28:38,0.999041,5.16992E+007,-1.296312E+008,1,1.395602E+008,-68.25702,-4.564126E-012,3.824684E-005,2,2024-04-01,E13
722,51,19:28:38,0.7923428,5.952663E+007,-1.566496E+008,1,1.675784E+008,-69.19328,-4.460186E-012,4.176673E-005,2,2024-04-01,E13
723,52,19:28:38,0.6334459,6.87927E+007,-1.885543E+008,1,2.007116E+008,-69.95586,-4.319365E-012,3.871967E-005,2,2024-04-01,E13
724,53,19:28:38,0.5040323,8.049584E+007,-2.281007E+008,1,2.418874E+008,-70.56226,-4.251751E-012,4.010017E-005,2,2024-04-01,E13
725,54,19:28:38,0.400641,9.527498E+007,-2.766141E+008,1,2.925623E+008,-70.99461,-4.177238E-012,3.892892E-005,2,2024-04-01,E13
726,55,19:28:38,0.316723,1.142746E+008,-3.36855E+008,1,3.557105E+008,-71.26102,-4.046202E-012,4.389934E-005,2,2024-04-01,E13
727,56,19:28:38,0.2520161,1.375208E+008,-4.079728E+008,1,4.305274E+008,-71.3719,-3.967342E-012,3.752837E-005,2,2024-04-01,E13
728,57,19:28:38,0.2003205,1.691033E+008,-4.946077E+008,1,5.227167E+008,-71.12476,-3.975064E-012,0.000112,1,2024-04-01,E13
729,58,19:28:38,0.1588983,2.073826E+008,-5.998788E+008,1,6.347142E+008,-70.92935,-3.871115E-012,0.0001097,1,2024-04-01,E13
730,59,19:28:38,0.1260081,2.562545E+008,-7.262515E+008,1,7.701347E+008,-70.56485,-3.760249E-012,0.0001082,1,2024-04-01,E13
731,60,19:28:38,0.1001603,3.160317E+008,-8.753984E+008,1,9.306978E+008,-70.14967,-3.657211E-012,0.0001114,1,2024-04-01,E13
732,0,19:23:20,100078.1,2982.74,-4279.763,1,5216.619,-55.1258,-2.625809E-009,-1.091103E-005,7,2024-04-01,E14
733,1,19:23:20,79453.13,3073.407,-5218.74,1,6056.491,-59.50543,-2.34437E-009,-8.872667E-006,7,2024-04-01,E14
734,2,19:23:20,63140.62,3289.208,-6382.303,1,7180.019,-62.73506,-2.748735E-010,-2.415062E-006,6,2024-04-01,E14
735,3,19:23:20,50203.12,3420.533,-7880.919,1,8591.213,-66.53785,-6.222685E-010,-1.016423E-005,6,2024-04-01,E14
736,4,19:23:20,39890.62,3592.192,-9757.73,1,10397.94,-69.78942,-7.672865E-010,-3.790046E-006,6,2024-04-01,E14
737,5,19:23:20,31640.63,3812.479,-12121.32,1,12706.75,-72.54025,-9.60904E-010,-7.875147E-006,6,2024-04-01,E14
738,6,19:23:20,25171.88,4098.181,-15035.2,1,15583.72,-74.75314,-7.755729E-010,-4.26035E-006,6,2024-04-01,E14
739,7,19:23:20,20015.62,4458.215,-18677.52,1,19202.22,-76.57503,-6.175827E-010,-3.954861E-006,6,2024-04-01,E14
740,8,19:23:20,15890.62,4949.824,-23218.17,1,23739.93,-77.96542,-4.341258E-010,-2.701716E-006,6,2024-04-01,E14
741,9,19:23:20,12609.38,5624.598,-28926.61,1,29468.37,-78.9965,-8.590221E-010,-8.068135E-006,6,2024-04-01,E14
742,10,19:23:20,10078.13,6362.396,-35644.02,1,36207.41,-79.87939,-5.339027E-010,-6.254115E-006,6,2024-04-01,E14
743,11,19:23:20,8015.625,7456.611,-44236.7,1,44860.75,-80.43207,-1.978639E-012,2.498273E-007,6,2024-04-01,E14
744,12,19:23:20,6328.125,9670.17,-55205.41,1,56045.96,-80.06446,-7.370804E-011,-5.316215E-006,5,2024-04-01,E14
745,13,19:23:20,5015.625,11531.35,-68540,1,69503.27,-80.44984,5.420164E-011,-4.235637E-006,5,2024-04-01,E14
746,14,19:23:20,3984.375,14008.14,-84904.86,1,86052.68,-80.63138,-4.084894E-011,-9.969277E-006,5,2024-04-01,E14
747,15,19:23:20,3170.956,17151.24,-104876.2,1,106269.4,-80.71218,4.021367E-011,-9.823947E-006,5,2024-04-01,E14
748,16,19:23:20,2527.573,21253.79,-129268.6,1,131004.2,-80.66321,-7.208717E-011,-1.064741E-005,5,2024-04-01,E14
749,17,19:23:20,1976.103,27420.39,-162006.8,1,164310.9,-80.39347,-1.550671E-011,-1.1474E-005,5,2024-04-01,E14
750,18,19:23:20,1577.524,34411.09,-198701.1,1,201658.7,-80.17496,-5.616341E-011,-1.845601E-005,5,2024-04-01,E14
751,19,19:23:20,1265.625,43611.09,-242202.8,1,246097.8,-79.79269,-1.957851E-012,-1.12701E-005,5,2024-04-01,E14
752,20,19:23:20,998.264,56736.83,-300290.5,1,305603.5,-79.30067,-3.729558E-011,-1.022685E-005,5,2024-04-01,E14
753,21,19:23:20,796.875,72199.84,-366287.5,1,373335.4,-78.84924,1.002338E-010,-1.260762E-005,5,2024-04-01,E14
754,22,19:23:20,627.7902,100338.6,-451543.7,1,462557.6,-77.47173,6.919405E-011,-6.534639E-006,4,2024-04-01,E14
755,23,19:23:20,505.5147,125948.4,-545170.6,1,559530.2,-76.99144,3.769077E-011,-1.347464E-005,4,2024-04-01,E14
756,24,19:23:20,397.9953,162426.2,-669566.2,1,688985.6,-76.36435,3.759616E-011,-1.364559E-005,4,2024-04-01,E14
757,25,19:23:20,315.5048,208310.9,-815493.1,1,841678.4,-75.67069,3.688634E-011,-1.524331E-005,4,2024-04-01,E14
758,26,19:23:20,252.4038,264842.4,-983212,1,1018257,-74.92436,3.859162E-011,-1.33759E-005,4,2024-04-01,E14
759,27,19:23:20,198.6229,342678.9,-1198424,1,1246454,-74.04258,3.664032E-011,-1.407226E-005,4,2024-04-01,E14
760,28,19:23:20,158.3615,436803.4,-1440394,1,1505169,-73.12994,4.085766E-011,-1.200001E-005,4,2024-04-01,E14
761,29,19:23:20,125.558,559708.5,-1733671,1,1821782,-72.10754,6.722815E-011,-1.259547E-005,4,2024-04-01,E14
762,30,19:23:20,100.4464,708644.6,-2063348,1,2181647,-71.04527,9.747378E-011,-9.738636E-006,4,2024-04-01,E14
763,31,19:23:20,79.00281,910200.1,-2477502,1,2639409,-69.82736,1.254108E-010,-1.015815E-005,4,2024-04-01,E14
764,32,19:23:20,63.3446,1139597,-2917417,1,3132093,-68.66347,1.360078E-010,-3.862813E-006,4,2024-04-01,E14
765,33,19:23:20,49.86702,1443845,-3458847,1,3748108,-67.34261,1.233179E-010,-3.426805E-006,4,2024-04-01,E14
766,34,19:23:20,39.72458,1841560,-4072971,1,4469948,-65.6703,1.092207E-010,8.209564E-005,3,2024-04-01,E14
767,35,19:23:20,31.6723,2238786,-4741232,1,5243228,-64.72356,1.070943E-010,8.356478E-005,3,2024-04-01,E14
768,36,19:23:20,24.93351,2713973,-5550473,1,6178463,-63.9431,1.066682E-010,8.886369E-005,3,2024-04-01,E14
769,37,19:23:20,19.86229,3212193,-6453600,1,7208824,-63.5388,9.957041E-011,0.0001481,3,2024-04-01,E14
770,38,19:23:20,15.83615,3768291,-7514069,1,8406024,-63.36633,1.008548E-010,0.000145,3,2024-04-01,E14
771,39,19:23:20,12.40079,4459224,-8883173,1,9.93959E+006,-63.34401,1.007655E-010,0.0001495,3,2024-04-01,E14
772,40,19:23:20,9.93114,5196904,-1.036843E+007,1,1.159794E+007,-63.37888,9.903531E-011,0.0001495,3,2024-04-01,E14
773,41,19:23:20,7.944915,6072986,-1.21424E+007,1,1.357642E+007,-63.42822,7.973175E-011,0.0001476,3,2024-04-01,E14
774,42,19:23:20,6.317385,7152539,-1.429595E+007,1,1.59854E+007,-63.42031,6.724429E-011,0.0001514,3,2024-04-01,E14
775,43,19:23:20,5.008013,8470701,-1.68523E+007,1,1.886141E+007,-63.3139,6.09681E-011,0.0001505,3,2024-04-01,E14
776,44,19:23:20,3.945707,1.008599E+007,-1.991295E+007,1,2.232158E+007,-63.1376,5.656509E-011,0.000148,3,2024-04-01,E14
777,45,19:23:20,3.158693,1.184978E+007,-2.323635E+007,1,2.608343E+007,-62.97991,5.307759E-011,0.0001429,3,2024-04-01,E14
778,46,19:23:20,2.504006,1.401234E+007,-2.728703E+007,1,3.067455E+007,-62.81876,5.011637E-011,0.0001477,3,2024-04-01,E14
779,47,19:23:20,1.998082,1.63735E+007,-3.18794E+007,1,3.583836E+007,-62.81462,4.742131E-011,0.0001497,3,2024-04-01,E14
780,48,19:23:20,1.584686,1.915408E+007,-3.745715E+007,1,4.207038E+007,-62.91662,4.52427E-011,0.0001519,3,2024-04-01,E14
781,49,19:23:20,1.266892,2.392038E+007,-4.797317E+007,1,5.360606E+007,-63.49824,3.709287E-011,1.485169E-005,2,2024-04-01,E14
782,50,19:23:20,0.999041,2.810317E+007,-5.695751E+007,1,6.351336E+007,-63.738,3.539615E-011,2.329257E-005,2,2024-04-01,E14
783,51,19:23:20,0.7923428,3.298049E+007,-6.740417E+007,1,7.504022E+007,-63.92775,3.42287E-011,2.000437E-005,2,2024-04-01,E14
784,52,19:23:20,0.6334459,3.849643E+007,-7.939798E+007,1,8.82384E+007,-64.13338,3.282034E-011,1.957461E-005,2,2024-04-01,E14
785,53,19:23:20,0.5040323,4.521969E+007,-9.392117E+007,1,1.042401E+008,-64.29085,3.260373E-011,1.705146E-005,2,2024-04-01,E14
786,54,19:23:20,0.400641,5.34036E+007,-1.113018E+008,1,1.234505E+008,-64.36789,3.288085E-011,2.120054E-005,2,2024-04-01,E14
787,55,19:23:20,0.316723,6.307323E+007,-1.324829E+008,1,1.467308E+008,-64.54153,3.374555E-011,1.942093E-005,2,2024-04-01,E14
788,56,19:23:20,0.2520161,7.43817E+007,-1.571591E+008,1,1.738724E+008,-64.6723,3.462314E-011,2.139102E-005,2,2024-04-01,E14
789,57,19:23:20,0.2003205,8.863793E+007,-1.868327E+008,1,2.067925E+008,-64.61921,3.664862E-011,1.775425E-005,2,2024-04-01,E14
790,58,19:23:20,0.1588983,1.058835E+008,-2.229712E+008,1,2.46835E+008,-64.59811,4.036982E-011,1.923756E-005,2,2024-04-01,E14
791,59,19:23:20,0.1260081,1.272824E+008,-2.666109E+008,1,2.954356E+008,-64.47977,4.490599E-011,1.55022E-005,2,2024-04-01,E14
792,60,19:23:20,0.1001603,1.514161E+008,-3.165974E+008,1,3.509426E+008,-64.44004,5.02716E-011,8.297849E-006,2,2024-04-01,E14
793,0,19:17:46,100078.1,6477.124,-8432.968,1,10633.35,-52.47316,2.184848E-009,-2.569555E-006,7,2024-04-01,E15
