,Pt,Time,Freq,Zreal,Zimag,Zsig,Zmod,Zphz,Idc,Vdc,IERange,Date,Site
806,13,19:17:46,5015.625,41028.97,-104736.8,1,112486.3,-68.60802,-8.054133E-011,-1.262328E-006,5,2024-04-01,E15
807,14,19:17:46,3984.375,49743.68,-125361.8,1,134870.3,-68.35677,-3.605469E-011,-3.870085E-006,5,2024-04-01,E15
808,15,19:17:46,3170.956,60328.09,-149710.5,1,161408.5,-68.05229,-4.621092E-011,-2.93176E-006,5,2024-04-01,E15
809,16,19:17:46,2527.573,73281.52,-177820.3,1,192328.5,-67.60295,-9.610285E-011,-1.024977E-005,5,2024-04-01,E15
810,17,19:17:46,1976.103,90128.51,-214010.5,1,232214.6,-67.16206,-5.464729E-011,-6.538794E-006,5,2024-04-01,E15
811,18,19:17:46,1577.524,109212.3,-253132.1,1,275686.7,-66.66251,-3.55842E-011,-1.319291E-006,5,2024-04-01,E15
812,19,19:17:46,1265.625,131072.8,-297331.1,1,324939.8,-66.21062,-1.821121E-011,-2.045097E-006,5,2024-04-01,E15
813,20,19:17:46,998.264,160048.1,-353199.4,1,387769.5,-65.62291,-7.52642E-011,-3.53398E-006,5,2024-04-01,E15
814,21,19:17:46,796.875,191826.6,-414202.8,1,456466.3,-65.15009,-3.86733E-011,-1.725497E-006,5,2024-04-01,E15
815,22,19:17:46,627.7902,240658.1,-488460.3,1,544527.1,-63.77113,1.695595E-011,5.732823E-006,4,2024-04-01,E15
816,23,19:17:46,505.5147,284218.5,-567879.5,1,635033.3,-63.41246,-8.598488E-012,-5.94421E-006,4,2024-04-01,E15
817,24,19:17:46,397.9953,339947.2,-668475.8,1,749949.3,-63.04481,-8.87948E-012,-9.008356E-006,4,2024-04-01,E15
818,25,19:17:46,315.5048,401694,-781260.8,1,878479.6,-62.78953,-9.487487E-012,-7.211369E-006,4,2024-04-01,E15
819,26,19:17:46,252.4038,467012,-906354.8,1,1019598,-62.73958,-7.445398E-012,-3.423731E-006,4,2024-04-01,E15
820,27,19:17:46,198.6229,541974.3,-1063869,1,1193966,-63.00402,-7.849641E-012,-5.226626E-006,4,2024-04-01,E15
821,28,19:17:46,158.3615,616127.9,-1242330,1,1386721,-63.62109,-6.581426E-012,1.191678E-006,4,2024-04-01,E15
822,29,19:17:46,125.558,694411.1,-1464612,1,1620893,-64.63314,-7.405004E-012,-5.000547E-006,4,2024-04-01,E15
823,30,19:17:46,100.4464,772739.5,-1727739,1,1892672,-65.90319,-6.974617E-012,-2.514622E-006,4,2024-04-01,E15
824,31,19:17:46,79.00281,861541.3,-2080358,1,2251698,-67.50403,-7.000574E-012,1.259396E-007,4,2024-04-01,E15
825,32,19:17:46,63.3446,950164,-2485788,1,2661194,-69.08121,-5.105645E-012,4.885514E-007,4,2024-04-01,E15
826,33,19:17:46,49.86702,1061405,-3033758,1,3214074,-70.71687,-4.627744E-012,1.272714E-006,4,2024-04-01,E15
827,34,19:17:46,39.72458,1181786,-3683310,1,3868254,-72.21122,-6.571294E-012,-5.070731E-006,4,2024-04-01,E15
828,35,19:17:46,31.6723,1359322,-4471518,1,4673568,-73.09096,-8.701359E-012,9.068059E-005,3,2024-04-01,E15
829,36,19:17:46,24.93351,1539390,-5518682,1,5729360,-74.414,-8.961581E-012,9.01621E-005,3,2024-04-01,E15
830,37,19:17:46,19.86229,1744555,-6747945,1,6969809,-75.50463,-1.218958E-011,0.0001509,3,2024-04-01,E15
831,38,19:17:46,15.83615,1998638,-8256486,1,8494946,-76.39223,-1.134558E-011,0.0001503,3,2024-04-01,E15
832,39,19:17:46,12.40079,2334745,-1.028E+007,1,1.05418E+007,-77.20432,-1.078566E-011,0.0001523,3,2024-04-01,E15
833,40,19:17:46,9.93114,2719727,-1.254883E+007,1,1.284017E+007,-77.77133,-9.959892E-012,0.0001511,3,2024-04-01,E15
834,41,19:17:46,7.944915,3191110,-1.53504E+007,1,1.567858E+007,-78.25636,-9.868825E-012,0.000151,3,2024-04-01,E15
835,42,19:17:46,6.317385,3799279,-1.887975E+007,1,1.925823E+007,-78.62201,-9.393689E-012,0.0001487,3,2024-04-01,E15
836,43,19:17:46,5.008013,4564973,-2.327967E+007,1,2.372303E+007,-78.90549,-9.137016E-012,0.0001516,3,2024-04-01,E15
837,44,19:17:46,3.945707,5561853,-2.889084E+007,1,2.942134E+007,-79.10315,-8.919051E-012,0.0001554,3,2024-04-01,E15
838,45,19:17:46,3.158693,6730656,-3.53257E+007,1,3.596118E+007,-79.21265,-8.754664E-012,0.000156,3,2024-04-01,E15
839,46,19:17:46,2.504006,8564035,-4.365155E+007,1,4.448371E+007,-78.90007,-1.109729E-011,4.26892E-005,2,2024-04-01,E15
840,47,19:17:46,1.998082,1.045448E+007,-5.35099E+007,1,5.452161E+007,-78.94511,-1.097298E-011,4.324052E-005,2,2024-04-01,E15
841,48,19:17:46,1.584686,1.291742E+007,-6.599528E+007,1,6.724758E+007,-78.92536,-1.083401E-011,3.854523E-005,2,2024-04-01,E15
842,49,19:17:46,1.266892,1.595004E+007,-8.079871E+007,1,8.235798E+007,-78.83312,-1.065494E-011,4.223315E-005,2,2024-04-01,E15
843,50,19:17:46,0.999041,2.013488E+007,-1.001693E+008,1,1.021729E+008,-78.63452,-1.054266E-011,4.338619E-005,2,2024-04-01,E15
844,51,19:17:46,0.7923428,2.542485E+007,-1.234423E+008,1,1.260334E+008,-78.36179,-1.039596E-011,4.189205E-005,2,2024-04-01,E15
845,52,19:17:46,0.6334459,3.217682E+007,-1.510479E+008,1,1.544371E+008,-77.97438,-1.026912E-011,4.115124E-005,2,2024-04-01,E15
846,53,19:17:46,0.5040323,4.123501E+007,-1.85523E+008,1,1.900503E+008,-77.46893,-1.009303E-011,4.361388E-005,2,2024-04-01,E15
847,54,19:17:46,0.400641,5.330516E+007,-2.277919E+008,1,2.339457E+008,-76.82932,-9.915603E-012,4.074091E-005,2,2024-04-01,E15
848,55,19:17:46,0.316723,6.97687E+007,-2.806346E+008,1,2.891772E+008,-76.03871,-9.721649E-012,4.270746E-005,2,2024-04-01,E15
849,56,19:17:46,0.2520161,9.133539E+007,-3.436436E+008,1,3.555743E+008,-75.11575,-9.532223E-012,4.018165E-005,2,2024-04-01,E15
850,57,19:17:46,0.2003205,1.200759E+008,-4.199231E+008,1,4.367535E+008,-74.04226,-9.304643E-012,4.027733E-005,2,2024-04-01,E15
851,58,19:17:46,0.1588983,1.586707E+008,-5.12944E+008,1,5.369245E+008,-72.81142,-9.060287E-012,3.809495E-005,2,2024-04-01,E15
852,59,19:17:46,0.1260081,2.119352E+008,-6.235224E+008,1,6.585565E+008,-71.22711,-8.944501E-012,0.0001351,1,2024-04-01,E15
853,60,19:17:46,0.1001603,2.805752E+008,-7.545217E+008,1,8.050003E+008,-69.60193,-8.736249E-012,0.0001345,1,2024-04-01,E15
854,0,19:04:23,100078.1,3204.85,-5062.72,1,5991.845,-57.66499,4.37123E-009,-5.846927E-006,7,2024-04-01,E16
855,1,19:04:23,79453.13,3315.508,-6216.522,1,7045.405,-61.9273,4.448593E-009,-3.627421E-006,7,2024-04-01,E16
856,2,19:04:23,63140.62,3598.727,-7638.412,1,8443.706,-64.77321,4.703793E-011,-6.338421E-006,6,2024-04-01,E16
857,3,19:04:23,50203.12,3765.879,-9452.479,1,10175.03,-68.2776,3.440999E-010,-3.693112E-006,6,2024-04-01,E16
858,4,19:04:23,39890.62,3994.519,-11717.29,1,12379.46,-71.17535,2.509637E-010,1.784261E-006,6,2024-04-01,E16
859,5,19:04:23,31640.63,4288.093,-14580.33,1,15197.82,-73.61133,1.155787E-011,-9.822033E-007,6,2024-04-01,E16
860,6,19:04:23,25171.88,4676.753,-18081.27,1,18676.3,-75.49816,9.641077E-011,-4.782974E-006,6,2024-04-01,E16
861,7,19:04:23,20015.62,5179.948,-22447.93,1,23037.83,-77.00622,-2.628522E-010,1.644425E-006,6,2024-04-01,E16
862,8,19:04:23,15890.62,5827.408,-27898.52,1,28500.63,-78.20177,3.955121E-010,1.67014E-006,6,2024-04-01,E16
863,9,19:04:23,12609.38,6760.758,-34670.55,1,35323.58,-78.96579,6.222078E-011,3.068708E-007,6,2024-04-01,E16
864,10,19:04:23,10078.13,7853.952,-42748.86,1,43464.35,-79.58954,-1.366676E-010,-3.115798E-006,6,2024-04-01,E16
865,11,19:04:23,8015.625,9548.04,-52986.11,1,53839.51,-79.78499,8.642281E-011,-2.005647E-006,6,2024-04-01,E16
866,12,19:04:23,6328.125,12625.18,-65915.48,1,67113.68,-79.15713,-6.638054E-011,-6.405964E-006,5,2024-04-01,E16
867,13,19:04:23,5015.625,15456.92,-81626.42,1,83077.01,-79.27734,-8.613221E-012,-9.807562E-006,5,2024-04-01,E16
868,14,19:04:23,3984.375,19126.38,-100796.8,1,102595.4,-79.25575,1.665834E-012,-7.548981E-006,5,2024-04-01,E16
869,15,19:04:23,3170.956,23992.37,-124077.6,1,126376,-79.05602,-4.685228E-011,-1.028571E-005,5,2024-04-01,E16
870,16,19:04:23,2527.573,30459.55,-152218.4,1,155236,-78.68433,1.861938E-011,-6.002913E-006,5,2024-04-01,E16
871,17,19:04:23,1976.103,39701.81,-189406.6,1,193522.9,-78.16154,-5.832068E-011,-8.608313E-006,5,2024-04-01,E16
872,18,19:04:23,1577.524,51005.63,-230760.3,1,236330,-77.53614,-9.067636E-012,-9.413066E-006,5,2024-04-01,E16
873,19,19:04:23,1265.625,65969.15,-279175.2,1,286863.6,-76.70487,-9.109241E-012,-9.624793E-006,5,2024-04-01,E16
874,20,19:04:23,998.264,86488.88,-342566.4,1,353315.8,-75.83046,-6.700358E-011,-1.364772E-005,5,2024-04-01,E16
875,21,19:04:23,796.875,111703.6,-412906.7,1,427749.5,-74.86213,5.645671E-012,-1.364668E-005,5,2024-04-01,E16
876,22,19:04:23,627.7902,155562.8,-501430.4,1,525006.9,-72.76412,3.437162E-011,-3.40103E-006,4,2024-04-01,E16
877,23,19:04:23,505.5147,196187.3,-596459.2,1,627895.7,-71.79294,6.377163E-012,-1.395513E-005,4,2024-04-01,E16
878,24,19:04:23,397.9953,253403.8,-718815.5,1,762174,-70.58093,5.996131E-012,-1.270793E-005,4,2024-04-01,E16
879,25,19:04:23,315.5048,324322.6,-856483.6,1,915832.6,-69.25995,7.44127E-012,-1.155452E-005,4,2024-04-01,E16
880,26,19:04:23,252.4038,408629.6,-1007105,1,1086848,-67.9153,9.774409E-012,-1.053607E-005,4,2024-04-01,E16
881,27,19:04:23,198.6229,518637.9,-1189403,1,1297561,-66.44044,8.659101E-012,-1.301555E-005,4,2024-04-01,E16
882,28,19:04:23,158.3615,640688.8,-1382423,1,1523672,-65.13447,1.065139E-011,-7.343879E-006,4,2024-04-01,E16
883,29,19:04:23,125.558,782728,-1603744,1,1784561,-63.98472,9.689371E-012,-8.372444E-006,4,2024-04-01,E16
884,30,19:04:23,100.4464,931466.8,-1844093,1,2065989,-63.20128,1.123588E-011,-9.782623E-006,4,2024-04-01,E16
885,31,19:04:23,79.00281,1102319,-2146065,1,2412613,-62.81285,1.138301E-011,-5.459879E-006,4,2024-04-01,E16
886,32,19:04:23,63.3446,1271865,-2475755,1,2783344,-62.80916,1.323928E-011,-4.180264E-006,4,2024-04-01,E16
887,33,19:04:23,49.86702,1461061,-2908599,1,3254942,-63.32849,1.371473E-011,-6.80433E-007,4,2024-04-01,E16
888,34,19:04:23,39.72458,1662042,-3414002,1,3797077,-64.04176,1.220133E-011,-4.688089E-006,4,2024-04-01,E16
889,35,19:04:23,31.6723,1924281,-4014529,1,4451888,-64.39024,7.873773E-012,9.182972E-005,3,2024-04-01,E16
890,36,19:04:23,24.93351,2198792,-4811903,1,5290473,-65.44204,7.995173E-012,9.254347E-005,3,2024-04-01,E16
891,37,19:04:23,19.86229,2505058,-5742178,1,6264817,-66.43049,-1.563766E-012,0.0001542,3,2024-04-01,E16
892,38,19:04:23,15.83615,2871719,-6859553,1,7436412,-67.28362,6.584429E-013,0.0001564,3,2024-04-01,E16
893,39,19:04:23,12.40079,3360724,-8327726,1,8980284,-68.02305,1.8662E-012,0.0001549,3,2024-04-01,E16
894,40,19:04:23,9.93114,3908001,-9.936961E+006,1,1.067781E+007,-68.53131,5.186902E-012,0.0001559,3,2024-04-01,E16
895,41,19:04:23,7.944915,4572598,-1.186913E+007,1,1.271947E+007,-68.93076,5.728813E-012,0.0001552,3,2024-04-01,E16
896,42,19:04:23,6.317385,5410798,-1.423077E+007,1,1.52247E+007,-69.18228,7.117041E-012,0.0001525,3,2024-04-01,E16
897,43,19:04:23,5.008013,6422395,-1.708982E+007,1,1.825676E+007,-69.40366,7.5753E-012,0.0001509,3,2024-04-01,E16
898,44,19:04:23,3.945707,7662409,-2.059442E+007,1,2.197368E+007,-69.59166,8.544433E-012,0.0001519,3,2024-04-01,E16
899,45,19:04:23,3.158693,9023617,-2.451672E+007,1,2.612461E+007,-69.79337,9.265302E-012,0.0001529,3,2024-04-01,E16
900,46,19:04:23,2.504006,1.069158E+007,-2.947402E+007,1,3.135328E+007,-70.06197,9.415265E-012,0.0001517,3,2024-04-01,E16
901,47,19:04:23,1.998082,1.254359E+007,-3.526432E+007,1,3.742878E+007,-70.41943,9.759574E-012,0.0001523,3,2024-04-01,E16
902,48,19:04:23,1.584686,1.504354E+007,-4.275588E+007,1,4.532519E+007,-70.61572,7.704884E-012,3.451969E-005,2,2024-04-01,E16
903,49,19:04:23,1.266892,1.766357E+007,-5.133895E+007,1,5.429263E+007,-71.01382,8.651916E-012,3.21137E-005,2,2024-04-01,E16
904,50,19:04:23,0.999041,2.112527E+007,-6.24645E+007,1,6.594005E+007,-71.31465,8.679275E-012,3.377942E-005,2,2024-04-01,E16
905,51,19:04:23,0.7923428,2.517179E+007,-7.566888E+007,1,7.974584E+007,-71.59993,9.113914E-012,3.405081E-005,2,2024-04-01,E16
906,52,19:04:23,0.6334459,3.014878E+007,-9.120911E+007,1,9.606274E+007,-71.70892,9.171485E-012,3.023792E-005,2,2024-04-01,E16
907,53,19:04:23,0.5040323,3.653416E+007,-1.103365E+008,1,1.162277E+008,-71.67947,9.991829E-012,2.806618E-005,2,2024-04-01,E16
908,54,19:04:23,0.400641,4.47324E+007,-1.334648E+008,1,1.407616E+008,-71.47077,1.119085E-011,2.997487E-005,2,2024-04-01,E16
909,55,19:04:23,0.316723,5.511682E+007,-1.621486E+008,1,1.712601E+008,-71.2263,1.192002E-011,3.145151E-005,2,2024-04-01,E16
910,56,19:04:23,0.2520161,6.742218E+007,-1.954169E+008,1,2.067209E+008,-70.96468,1.263709E-011,3.097179E-005,2,2024-04-01,E16
911,57,19:04:23,0.2003205,8.288221E+007,-2.363244E+008,1,2.50437E+008,-70.67353,1.345996E-011,2.93551E-005,2,2024-04-01,E16
912,58,19:04:23,0.1588983,1.036348E+008,-2.853911E+008,1,3.036252E+008,-70.04239,1.422069E-011,2.879711E-005,2,2024-04-01,E16
913,59,19:04:23,0.1260081,1.295226E+008,-3.412984E+008,1,3.650489E+008,-69.21827,1.572341E-011,3.00036E-005,2,2024-04-01,E16
914,60,19:04:23,0.1001603,1.620291E+008,-4.081907E+008,1,4.391732E+008,-68.34966,1.673372E-011,2.682998E-005,2,2024-04-01,E16
915,0,20:14:13,100078.1,5464.36,-7356.161,1,9163.642,-53.39401,2.095772E-009,-1.540633E-006,7,2024-04-01,E07
916,1,20:14:13,79453.13,5636.003,-8901.682,1,10535.87,-57.6605,2.362525E-009,7.007329E-007,7,2024-04-01,E07
917,2,20:14:13,63140.62,5932.576,-10831.59,1,12349.85,-61.29001,-3.19571E-010,3.266978E-006,6,2024-04-01,E07
918,3,20:14:13,50203.12,6173.981,-13322.31,1,14683.39,-65.13549,-5.149117E-010,2.381123E-006,6,2024-04-01,E07
919,4,20:14:13,39890.62,6484.103,-16440.25,1,17672.73,-68.47552,-5.22729E-010,-4.243993E-007,6,2024-04-01,E07
920,5,20:14:13,31640.63,6887.412,-20411.22,1,21541.92,-71.35393,-3.509879E-010,-2.587149E-007,6,2024-04-01,E07
921,6,20:14:13,25171.88,7404.964,-25272.21,1,26334.73,-73.66898,-2.267555E-010,9.670915E-006,6,2024-04-01,E07
922,7,20:14:13,20015.62,8054.596,-31376.03,1,32393.39,-75.60239,-2.129545E-010,3.492023E-006,6,2024-04-01,E07
923,8,20:14:13,15890.62,8953.174,-39022.3,1,40036.22,-77.07786,-2.852303E-010,8.592215E-007,6,2024-04-01,E07
924,9,20:14:13,12609.38,10087.98,-48440.56,1,49479.84,-78.23602,-4.482854E-010,-1.17132E-006,6,2024-04-01,E07
925,10,20:14:13,10078.13,11566.41,-59692.44,1,60802.71,-79.03387,-1.369495E-010,5.709182E-006,6,2024-04-01,E07
926,11,20:14:13,8015.625,13619.51,-74077.19,1,75318.8,-79.58219,-2.521985E-010,1.501412E-006,6,2024-04-01,E07
927,12,20:14:13,6328.125,17124.27,-92027.57,1,93607.23,-79.45909,-1.203526E-010,-7.302977E-006,5,2024-04-01,E07
928,13,20:14:13,5015.625,20552.5,-114091.8,1,115928.2,-79.78825,-9.294751E-011,-5.320078E-006,5,2024-04-01,E07
929,14,20:14:13,3984.375,24954.54,-141019.6,1,143210.5,-79.96494,-7.132145E-011,-8.3349E-006,5,2024-04-01,E07
930,15,20:14:13,3170.956,30662.33,-173613.4,1,176300.3,-79.98412,-9.461854E-011,-7.40448E-006,5,2024-04-01,E07
931,16,20:14:13,2527.573,37988.93,-213533.9,1,216886.8,-79.91229,-5.980352E-011,-8.292722E-006,5,2024-04-01,E07
932,17,20:14:13,1976.103,47993.15,-266368.1,1,270657.2,-79.78625,-5.633487E-011,-1.019897E-005,5,2024-04-01,E07
933,18,20:14:13,1577.524,59838.73,-326226.3,1,331668.9,-79.60595,-6.154093E-011,-1.575919E-005,5,2024-04-01,E07
934,19,20:14:13,1265.625,74988.34,-397116.1,1,404134.2,-79.30662,-4.941249E-011,-1.390446E-005,5,2024-04-01,E07
935,20,20:14:13,998.264,94731.22,-489505.7,1,498587.8,-79.04727,-8.428717E-011,-1.283781E-005,5,2024-04-01,E07
936,21,20:14:13,796.875,118277.5,-598107.4,1,609690.1,-78.81391,-7.568228E-011,-1.212793E-005,5,2024-04-01,E07
937,22,20:14:13,627.7902,158047.4,-734426.6,1,751239.9,-77.85526,1.161356E-011,-4.002517E-006,4,2024-04-01,E07
938,23,20:14:13,505.5147,194606.9,-886576.8,1,907684,-77.61971,-5.148125E-012,-1.15122E-005,4,2024-04-01,E07
939,24,20:14:13,397.9953,245097.5,-1090268,1,1117478,-77.33025,-4.64101E-012,-9.740252E-006,4,2024-04-01,E07
940,25,20:14:13,315.5048,306555,-1331435,1,1366270,-77.03395,-4.305695E-012,-1.055674E-005,4,2024-04-01,E07
941,26,20:14:13,252.4038,380028.1,-1611845,1,1656039,-76.73354,-3.663691E-012,-1.06981E-005,4,2024-04-01,E07
942,27,20:14:13,198.6229,478392.8,-1976664,1,2033731,-76.39487,-4.411849E-012,-6.030234E-006,4,2024-04-01,E07
943,28,20:14:13,158.3615,594914.1,-2394467,1,2467265,-76.04717,-2.751126E-012,-8.175288E-006,4,2024-04-01,E07
944,29,20:14:13,125.558,743256.5,-2913091,1,3006415,-75.68672,-3.895733E-012,-6.8837E-006,4,2024-04-01,E07
945,30,20:14:13,100.4464,919203.9,-3511841,1,3630147,-75.33222,-2.532788E-012,-5.557923E-006,4,2024-04-01,E07
946,31,20:14:13,79.00281,1154314,-4289490,1,4442090,-74.93835,-1.472239E-012,-6.032182E-006,4,2024-04-01,E07
947,32,20:14:13,63.3446,1468027,-5139872,1,5345408,-74.05984,-3.62795E-012,8.797801E-005,3,2024-04-01,E07
948,33,20:14:13,49.86702,1823565,-6256353,1,6516697,-73.74996,-3.460942E-012,8.991644E-005,3,2024-04-01,E07
949,34,20:14:13,39.72458,2246613,-7542425,1,7869908,-73.41312,-3.780398E-012,8.28895E-005,3,2024-04-01,E07
950,35,20:14:13,31.6723,2768967,-9070371,1,9483607,-73.02383,-3.202967E-012,8.790847E-005,3,2024-04-01,E07
951,36,20:14:13,24.93351,3451234,-1.10127E+007,1,1.154083E+007,-72.59971,-2.972634E-012,9.032861E-005,3,2024-04-01,E07
952,37,20:14:13,19.86229,4232620,-1.321802E+007,1,1.387916E+007,-72.24411,-7.809208E-012,0.0001489,3,2024-04-01,E07
953,38,20:14:13,15.83615,5225633,-1.582606E+007,1,1.666648E+007,-71.72721,-7.092684E-012,0.000151,3,2024-04-01,E07
954,39,20:14:13,12.40079,6564408,-1.922372E+007,1,2.031361E+007,-71.14628,-6.847555E-012,0.0001514,3,2024-04-01,E07
955,40,20:14:13,9.93114,8096914,-2.287449E+007,1,2.426525E+007,-70.5075,-5.659275E-012,0.000147,3,2024-04-01,E07
956,41,20:14:13,7.944915,9.991107E+006,-2.717927E+007,1,2.895747E+007,-69.81656,-5.239199E-012,0.0001523,3,2024-04-01,E07
957,42,20:14:13,6.317385,1.239616E+007,-3.231557E+007,1,3.461157E+007,-69.01334,-4.405025E-012,0.0001522,3,2024-04-01,E07
958,43,20:14:13,5.008013,1.538683E+007,-3.835257E+007,1,4.132401E+007,-68.13963,-4.027231E-012,0.0001543,3,2024-04-01,E07
959,44,20:14:13,3.945707,1.931206E+007,-4.551732E+007,1,4.944474E+007,-67.00949,-6.145361E-012,3.863762E-005,2,2024-04-01,E07
960,45,20:14:13,3.158693,2.323834E+007,-5.318665E+007,1,5.804171E+007,-66.39849,-5.875291E-012,3.590976E-005,2,2024-04-01,E07
961,46,20:14:13,2.504006,2.787123E+007,-6.246629E+007,1,6.840206E+007,-65.95451,-5.71081E-012,3.977883E-005,2,2024-04-01,E07
962,47,20:14:13,1.998082,3.27328E+007,-7.302704E+007,1,8.00274E+007,-65.85672,-5.322524E-012,4.153042E-005,2,2024-04-01,E07
963,48,20:14:13,1.584686,1.768735E+007,-4.444704E+007,1,4.783703E+007,-68.3003,-1.553927E-011,4.690543E-005,2,2024-04-01,E07
964,49,20:14:13,1.266892,2.046463E+007,-5.296718E+007,1,5.678313E+007,-68.87524,-7.902986E-012,4.002196E-005,2,2024-04-01,E07
965,50,20:14:13,0.999041,2.373343E+007,-6.406661E+007,1,6.832134E+007,-69.67288,-7.127732E-012,3.956052E-005,2,2024-04-01,E07
966,51,20:14:13,0.7923428,2.754304E+007,-7.736007E+007,1,8.211698E+007,-70.4024,-6.623503E-012,4.066068E-005,2,2024-04-01,E07
967,52,20:14:13,0.6334459,3.194876E+007,-9.306411E+007,1,9.839538E+007,-71.05273,-6.272068E-012,4.258964E-005,2,2024-04-01,E07
968,53,20:14:13,0.5040323,3.746365E+007,-1.125945E+008,1,1.186636E+008,-71.59614,-5.991576E-012,4.134003E-005,2,2024-04-01,E07
969,54,20:14:13,0.400641,4.424511E+007,-1.364952E+008,1,1.434872E+008,-72.03983,-5.726873E-012,3.743943E-005,2,2024-04-01,E07
970,55,20:14:13,0.316723,5.290458E+007,-1.663606E+008,1,1.745702E+008,-72.35874,-5.493513E-012,3.50706E-005,2,2024-04-01,E07
971,56,20:14:13,0.2520161,6.324255E+007,-2.017936E+008,1,2.114717E+008,-72.59889,-5.232622E-012,3.723904E-005,2,2024-04-01,E07
972,57,20:14:13,0.2003205,7.619532E+007,-2.451242E+008,1,2.566936E+008,-72.73247,-5.023146E-012,3.800703E-005,2,2024-04-01,E07
973,58,20:14:13,0.1588983,9.261021E+007,-2.985109E+008,1,3.125467E+008,-72.76398,-4.833976E-012,3.671817E-005,2,2024-04-01,E07
974,59,20:14:13,0.1260081,1.130517E+008,-3.636462E+008,1,3.808139E+008,-72.73038,-4.679505E-012,3.690288E-005,2,2024-04-01,E07
975,60,20:14:13,0.1001603,1.386309E+008,-4.42213E+008,1,4.634338E+008,-72.59413,-4.543235E-012,3.91565E-005,2,2024-04-01,E07
976,0,16:32:02,100078.1,2424.532,-1237.962,1,2722.298,-27.04877,4.41394E-008,-1.710942E-005,7,2024-04-24,E01
977,1,16:32:02,79453.13,2603.318,-1374.868,1,2944.067,-27.83949,3.931891E-008,-1.547113E-005,7,2024-04-24,E01
978,2,16:32:02,63140.62,2808.814,-1515.578,1,3191.616,-28.35038,3.484583E-008,-1.724303E-005,7,2024-04-24,E01
979,3,16:32:02,50203.12,3041.55,-1657.968,1,3464.085,-28.59508,3.231845E-008,-1.963835E-005,7,2024-04-24,E01
980,4,16:32:02,39890.62,3303.841,-1797.181,1,3761.014,-28.54474,3.177588E-008,-1.87805E-005,7,2024-04-24,E01
981,5,16:32:02,31640.63,3646.11,-1895.102,1,4109.2,-27.46361,1.748175E-008,-2.301185E-005,6,2024-04-24,E01
982,6,16:32:02,25171.88,3952.94,-2018.36,1,4438.414,-27.04873,1.702137E-008,-1.680568E-005,6,2024-04-24,E01
983,7,16:32:02,20015.62,4282.638,-2129.988,1,4783.078,-26.44365,1.673713E-008,-1.645485E-005,6,2024-04-24,E01
984,8,16:32:02,15890.62,4630.73,-2224.518,1,5137.329,-25.65878,1.612111E-008,-1.719785E-005,6,2024-04-24,E01
985,9,16:32:02,12609.38,4991.916,-2302.705,1,5497.424,-24.76325,1.616391E-008,-1.673217E-005,6,2024-04-24,E01
986,10,16:32:02,10078.13,5343.908,-2363.192,1,5843.118,-23.85605,1.583966E-008,-1.546816E-005,6,2024-04-24,E01
987,11,16:32:02,8015.625,5702.06,-2414.606,1,6192.238,-22.95082,1.562995E-008,-1.375797E-005,6,2024-04-24,E01
988,12,16:32:02,6328.125,6067.443,-2463.877,1,6548.63,-22.10117,1.500835E-008,-1.636984E-005,6,2024-04-24,E01
989,13,16:32:02,5015.625,6416.121,-2510.326,1,6889.728,-21.36806,1.570559E-008,-1.645175E-005,6,2024-04-24,E01
990,14,16:32:02,3984.375,6750.376,-2568.509,1,7222.522,-20.83175,1.550588E-008,-1.614783E-005,6,2024-04-24,E01
991,15,16:32:02,3170.956,7072.323,-2643.426,1,7550.195,-20.49426,1.505738E-008,-1.547908E-005,6,2024-04-24,E01
992,16,16:32:02,2527.573,7383.431,-2746.452,1,7877.693,-20.40394,1.501363E-008,-1.570327E-005,6,2024-04-24,E01
993,17,16:32:02,1976.103,7718.222,-2895.066,1,8243.322,-20.56082,1.486908E-008,-1.424859E-005,6,2024-04-24,E01
994,18,16:32:02,1577.524,8018.251,-3076.841,1,8588.323,-20.99329,1.440182E-008,-2.154546E-005,6,2024-04-24,E01
995,19,16:32:02,1265.625,8312.505,-3304.323,1,8945.183,-21.67843,1.521583E-008,-1.627282E-005,6,2024-04-24,E01
996,20,16:32:02,998.264,8641.432,-3623.227,1,9370.278,-22.7476,1.50396E-008,-1.97242E-005,6,2024-04-24,E01
997,21,16:32:02,796.875,8951.994,-4000.122,1,9805.06,-24.07707,1.446151E-008,-2.103218E-005,6,2024-04-24,E01
998,22,16:32:02,627.7902,9303.249,-4514.319,1,10340.67,-25.88457,1.48262E-008,-2.208602E-005,6,2024-04-24,E01
999,23,16:32:02,505.5147,9625.43,-5083.017,1,10885.13,-27.83772,1.391425E-008,-2.874826E-005,6,2024-04-24,E01
1000,24,16:32:02,397.9953,10008.03,-5872.346,1,11603.67,-30.40284,1.382518E-008,-2.812428E-005,6,2024-04-24,E01
1001,25,16:32:02,315.5048,10406.61,-6828.474,1,12446.91,-33.27155,1.372236E-008,-2.363019E-005,6,2024-04-24,E01
1002,26,16:32:02,252.4038,10821.11,-7964.192,1,13435.95,-36.35257,1.376909E-008,-2.288722E-005,6,2024-04-24,E01
1003,27,16:32:02,198.6229,11318.38,-9477.786,1,14762.6,-39.94213,1.396129E-008,-2.923971E-005,6,2024-04-24,E01
1004,28,16:32:02,158.3615,11847.17,-11245.85,1,16334.76,-43.5084,1.402671E-008,-2.790413E-005,6,2024-04-24,E01
